"filename", "language", "XML", "Shell Script", "Markdown", "HTML", "YAML", "SCSS", "TypeScript", "TypeScript JSX", "JSON with Comments", "Docker", "JSON", "comment", "blank", "total"
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\disqusjs.html", "HTML", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 61
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\giscus.html", "HTML", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\gitalk.html", "HTML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\remark42.html", "HTML", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\twikoo.html", "HTML", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 2, 54
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\utterances.html", "HTML", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\vssue.html", "HTML", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"e:\Embedded\MyLogGit\layouts\partials\comments\provider\waline.html", "HTML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"e:\Embedded\MyLogGit\layouts\partials\data\description.html", "HTML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 2, 12
"e:\Embedded\MyLogGit\layouts\partials\data\title.html", "HTML", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 7, 8, 38
"e:\Embedded\MyLogGit\layouts\partials\footer\components\custom-font.html", "HTML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"e:\Embedded\MyLogGit\layouts\partials\footer\components\script.html", "HTML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"e:\Embedded\MyLogGit\layouts\partials\footer\custom.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Embedded\MyLogGit\layouts\partials\footer\footer.html", "HTML", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"e:\Embedded\MyLogGit\layouts\partials\footer\include.html", "HTML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\Embedded\MyLogGit\layouts\partials\head\colorScheme.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"e:\Embedded\MyLogGit\layouts\partials\head\custom.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Embedded\MyLogGit\layouts\partials\head\head.html", "HTML", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"e:\Embedded\MyLogGit\layouts\partials\head\opengraph\include.html", "HTML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"e:\Embedded\MyLogGit\layouts\partials\head\opengraph\provider\base.html", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"e:\Embedded\MyLogGit\layouts\partials\head\opengraph\provider\twitter.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"e:\Embedded\MyLogGit\layouts\partials\head\script.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Embedded\MyLogGit\layouts\partials\head\style.html", "HTML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\Embedded\MyLogGit\layouts\partials\helper\external.html", "HTML", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"e:\Embedded\MyLogGit\layouts\partials\helper\icon.html", "HTML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"e:\Embedded\MyLogGit\layouts\partials\helper\image.html", "HTML", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 9, 14, 62
"e:\Embedded\MyLogGit\layouts\partials\pagination.html", "HTML", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"e:\Embedded\MyLogGit\layouts\partials\sidebar\left.html", "HTML", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 9, 101
"e:\Embedded\MyLogGit\layouts\partials\sidebar\right.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"e:\Embedded\MyLogGit\layouts\partials\widget\archives.html", "HTML", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35
"e:\Embedded\MyLogGit\layouts\partials\widget\categories.html", "HTML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"e:\Embedded\MyLogGit\layouts\partials\widget\search.html", "HTML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"e:\Embedded\MyLogGit\layouts\partials\widget\tag-cloud.html", "HTML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"e:\Embedded\MyLogGit\layouts\partials\widget\toc.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\Embedded\MyLogGit\layouts\shortcodes\bilibili.html", "HTML", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"e:\Embedded\MyLogGit\layouts\shortcodes\gitlab.html", "HTML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"e:\Embedded\MyLogGit\layouts\shortcodes\quote.html", "HTML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"e:\Embedded\MyLogGit\layouts\shortcodes\tencent.html", "HTML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"e:\Embedded\MyLogGit\layouts\shortcodes\video.html", "HTML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"e:\Embedded\MyLogGit\layouts\shortcodes\youtube.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"Total", "-", 164, 1, 11469, 1463, 1639, 2395, 536, 242, 25, 15, 20, 533, 4476, 22978
